Age,Gender,Ethnicity,Ethnicity_Elab,EnglishNativeLang,BPNSF_AS1,BPNSF_AF1,BPNSF_RS1,BPNSF_RF1,BPNSF_CS1,BPNSF_CF1,BPNSF_AS2,BPNSF_AF2,BPNSF_RS2,BPNSF_RF2,BPNSF_CS2,BPNSF_CF2,BPNSF_AS3,BPNSF_AF3,BPNSF_RS3,BPNSF_RF3,BPNSF_CS3,BPNSF_CF3,BPNSF_AS4,BPNSF_AF4,BPNSF_RS4,BPNSF_RF4,BPNSF_CS4,BPNSF_CF4,VG_Frequency,VG_YearsPlaying,VG_SessionLength,WeekdayPlaytime_1,WeekdayPlaytime_2,WeekdayPlaytime_3,WeekdayPlaytime_4,WeekendPlaytime_1,WeekendPlaytime_2,WeekendPlaytime_3,WeekendPlaytime_4,GAMS_Intrinsic1,GAMS_Intrinsic2,GAMS_Intrinsic3,GAMS_Integrated1,GAMS_Integrated2,GAMS_Integrated3,GAMS_Identified1,GAMS_Identified2,GAMS_Identified3,GAMS_Introjected1,GAMS_Introjected2,GAMS_Introjected3,GAMS_External1,GAMS_External2,GAMS_External3,GAMS_Amotivation1,GAMS_Amotivation2,GAMS_Amotivation3,GAMS_AttCheck,IGD_1,IGD_2,IGD_3,IGD_4,IGD_5,IGD_6,IGD_7,IGD_8,IGD_9,IGD_10,IGD_11,IGD_12,IGD_13,IGD_14,IGD_15,IGD_16,IGD_17,IGD_18,IGD_19,IGD_20,IGD_21,IGD_22,IGD_23,IGD_24,IGD_25,IGD_26,IGD_27,SCS_1,SCS_2,SCS_3,SCS_4,SCS_5,SCS_6,SCS_7,SCS_8,SCS_9,SCS_10,SCS_11,SCS_12,SCS_13,SCS_14,SCS_15,SCS_16,SCS_17,SCS_18,SCS_19,SCS_20,SCS_21,SCS_22,SCS_23,SCS_24,SCS_25,SCS_26,SCS_27,SCS_28,SCS_29,SCS_30,SCS_31,SCS_32,SCS_33,SCS_34,SCS_35,SCS_36,SCS_AttCheck,AC1_Fail,AC2_Fail,AC3_Fail,Failed_ACs,CompSat,AutoSat,RelSat,CompFrust,AutoFrust,RelFrust,NeedSat,NeedFrust,AvgWeekdayPlaytime,AvgWeekendPlaytime,AvgWeeklyPlaytime,Intrinsic,Integrated,Identified,Introjected,External,Amotivation,IGD,SelfControl,AvgWeeklyPlaytime_Wins,SC_P1,SC_P2,SC_P3,IGD_P1,IGD_P2,IGD_P3,Male
40,Male,White,NA,Yes,4,3,4,2,5,1,5,3,5,2,4,3,4,3,5,1,5,1,3,3,5,1,5,1,About once a month,20,30,0,0,0.5,0,0,0,0,0,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,5,1,1,1,2,1,1,1,1,1,1,1,1,4,6,5,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,3,1,4,3,3,3,3,4,3,4,1,3,5,4,1,4,4,2,1,5,1,1,1,1,1,3,2,0,0,0,0,4.75,4,4.75,1.5,3,1.5,4.5,2,0.5,0,2.5,3.666666667,1,1,1,1,4,0.481481481,4.027777778,2.5,4,4,4.083333333,0.3,0.555555556,0.625,1
19,Female,White,NA,Yes,4,2,4,1,5,1,4,1,5,1,4,2,4,1,4,1,4,1,4,3,5,2,4,1,Less than once a month,10,30,0,0,0,0,0,0,0,0,5,5,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,3,2,4,3,4,2,2,1,3,2,4,3,2,4,2,2,2,4,1,4,2,4,3,3,2,3,2,2,1,2,1,4,2,0,0,0,0,4.25,4,4.5,1.25,1.75,1.25,4.25,1.416666667,0,0,0,3.666666667,1,1,1,3,1,0.037037037,3.888888889,0,3.75,3.833333333,4.083333333,0,0.111111111,0,0
18,Male,Asian/Pacific Islander,NA,Yes,5,4,5,4,5,3,5,4,4,3,5,4,4,4,5,4,4,4,5,3,5,4,5,4,About 4 or 5 times a week,7,60,0,0,1,0,0,1,1,0,6,4,4,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,6,4,4,4,3,4,5,5,4,5,5,4,5,3,4,4,5,3,5,4,4,3,4,4,5,5,5,3,3,4,3,5,4,4,3,3,3,4,4,4,3,5,3,4,4,3,4,4,3,5,3,4,4,4,4,4,4,4,4,5,4,3,4,0,0,1,1,4.75,4.75,4.75,3.75,3.75,3.75,4.75,3.75,1,2,9,4.666666667,4.666666667,5,4.666666667,5,4.666666667,3.296296296,2.805555556,9,2.833333333,2.75,2.833333333,3.3,3.333333333,3.25,1
20,Female,White,NA,Yes,5,3,5,2,4,2,4,3,5,1,4,1,5,2,5,1,4,2,5,3,4,1,4,1,A couple of times a month,9,60,0,1,0,0,0,1,1,0,4,3,2,3,2,2,3,2,3,1,1,1,1,2,1,1,1,1,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,4,1,1,1,3,5,1,3,4,1,4,1,2,3,3,4,2,1,5,3,4,3,3,4,2,3,1,4,1,1,2,4,1,2,2,0,0,0,0,4,4.75,4.75,1.5,2.75,1.25,4.5,1.833333333,1,2,9,3,2.333333333,2.666666667,1,1.333333333,1,0.037037037,3.416666667,9,3.916666667,3.083333333,3.25,0,0.111111111,0,0
18,Male,Asian/Pacific Islander,NA,No,3,5,2,5,2,5,2,4,1,1,2,5,1,3,1,5,2,5,3,5,1,5,3,5,Almost every day,10,180,0,0,3,0,0,0,3,0,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,7,5,5,5,5,5,5,1,1,1,1,1,5,5,5,1,1,1,1,5,6,1,6,1,1,1,5,6,1,1,3,5,5,1,3,1,5,5,5,3,5,3,3,1,5,5,1,1,5,2,1,5,1,5,2,1,5,5,2,5,4,5,1,2,2,2,0,0,0,0,2.25,2.25,1.25,5,4.25,4,1.916666667,4.416666667,3,3,21,5,1,1,1,1,4,2.037037037,1.777777778,21,1.833333333,1.666666667,1.833333333,2.1,0.888888889,3.25,1
18,Female,White,NA,Yes,4,2,5,1,5,1,5,1,5,1,5,1,5,1,5,1,4,2,5,1,5,1,4,1,Less than once a month,8,30,0,0,0.5,0,0,0,0.5,0,1,4,3,1,1,1,1,1,1,1,1,1,2,1,1,4,5,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,3,2,4,4,5,4,1,2,2,1,4,5,3,2,3,5,3,1,2,4,4,4,5,4,3,3,2,5,2,1,1,2,1,4,2,0,0,0,0,4.5,4.75,5,1.25,1.25,1,4.75,1.166666667,0.5,0.5,3.5,2.666666667,1,1,1,1.333333333,5.333333333,0.074074074,3.805555556,3.5,3.916666667,3.833333333,3.666666667,0,0.222222222,0,0
19,Male,White,NA,Yes,4,3,4,1,4,2,4,1,5,1,4,2,4,3,4,1,4,2,5,3,4,1,4,2,Almost every day,10,180,0,0,3,0,0,3,4,1,6,7,6,3,3,5,6,6,3,1,1,1,5,4,5,2,1,3,7,2,2,1,1,1,2,2,2,2,1,1,1,5,4,5,2,3,1,1,1,1,2,2,2,1,1,1,4,2,4,1,4,1,5,4,2,2,1,2,5,1,5,4,2,5,2,3,2,4,5,3,2,5,2,2,5,2,2,1,1,1,1,4,2,0,1,0,1,4,4.25,4.25,2,2.5,1,4.166666667,1.833333333,3,8,31,6.333333333,3.666666667,5,1,4.666666667,2,0.851851852,3.861111111,31,3.916666667,3.75,3.916666667,0.8,1,0.75,1
19,Female,White,NA,Yes,2,5,3,5,1,5,3,4,3,2,2,5,2,3,3,4,2,5,3,4,3,4,2,5,About 4 or 5 times a week,11,120,0,0,2,1,0,0,2,2,6,4,3,3,3,4,5,3,6,2,3,1,4,5,5,5,3,4,5,2,2,2,3,4,6,1,3,3,2,2,2,3,3,3,3,3,2,2,3,2,2,5,2,3,2,4,1,5,5,4,5,5,2,5,2,4,2,4,2,5,1,5,5,4,5,2,2,4,5,1,4,2,2,5,5,2,5,4,2,2,3,2,2,0,0,0,0,1.75,2.5,3,5,4,3.75,2.416666667,4.25,3,4,23,4.333333333,3.333333333,4.666666667,2,4.666666667,4,1.740740741,2.138888889,23,2.166666667,2.416666667,1.833333333,1.5,2.333333333,1.375,0
20,Male,White,NA,Yes,3,2,4,3,5,1,5,2,4,2,4,4,4,2,3,1,4,3,5,2,3,2,4,2,About 4 or 5 times a week,14,90,0,0,1.5,0,0,1,2,0,6,5,4,1,1,2,1,2,1,1,1,1,4,6,5,1,2,5,5,1,1,1,1,1,1,1,4,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,3,4,2,5,4,2,1,1,1,4,1,1,4,4,4,1,1,4,5,4,3,3,5,5,4,2,4,1,2,2,2,2,5,2,0,0,0,0,4.25,4.25,3.5,2.5,2,2,4,2.166666667,1.5,3,13.5,5,1.333333333,1.333333333,1,5,2.666666667,0.222222222,3.777777778,13.5,4,4.083333333,3.25,0.1,0.555555556,0,1
19,Male,White,NA,Yes,4,5,5,5,3,5,5,5,4,5,4,5,3,5,5,5,3,NA,3,5,5,3,5,5,About 4 or 5 times a week,5,1,0,0,1,0,0,0,1,0,3,2,1,5,3,1,3,3,4,3,1,4,4,3,5,5,4,3,3,2,3,4,3,3,2,3,3,4,2,4,4,2,4,3,3,4,4,2,3,4,4,3,3,3,4,3,4,2,2,2,2,1,2,1,3,1,1,2,2,5,2,3,2,4,1,4,2,4,1,1,5,2,1,1,3,1,1,1,1,1,1,2,2,0,1,0,1,3.75,3.75,4.75,5,5,4.5,4.083333333,4.818181818,1,1,7,2,3,3.333333333,2.666666667,4,4,2.185185185,3.444444444,7,3.166666667,3.666666667,3.5,2.2,2,2.375,1
19,Male,White,NA,Yes,2,2,4,1,4,3,3,2,5,1,4,3,5,3,5,2,4,3,4,3,5,1,3,4,About 4 or 5 times a week,14,120,0,0,2,0,0,2,2,0,7,7,6,4,5,5,7,6,5,2,1,1,7,6,6,1,1,1,5,4,4,1,4,1,1,1,1,1,1,1,1,2,4,4,4,6,1,1,1,1,2,1,1,1,1,1,3,4,5,4,3,5,3,5,1,4,2,5,3,5,3,5,4,4,4,4,3,3,5,3,5,3,3,1,4,4,3,5,3,4,5,1,2,0,0,0,0,3.75,3.5,4.75,3.25,2.5,1.25,4,2.333333333,2,4,18,6.666666667,4.666666667,6,1.333333333,6.333333333,1,0.925925926,2.361111111,18,2.666666667,2.333333333,2.083333333,0.5,1.222222222,1.125,1
21,Male,White,NA,Yes,2,2,4,2,4,2,3,2,4,2,4,2,4,3,4,2,4,3,3,2,4,2,4,2,About 2 or 3 times a week,7,120,0,2,0,0,1,2,0,0,5,4,3,3,1,3,2,2,3,2,1,2,3,4,4,3,4,3,5,1,1,2,1,2,1,1,2,1,1,1,5,3,3,3,2,1,2,2,2,1,1,1,1,2,1,1,3,4,3,3,2,4,4,4,2,4,2,3,3,3,4,3,3,4,3,3,1,3,3,4,3,4,2,3,3,3,4,2,2,3,4,4,2,0,0,0,0,4,3,4,2.25,2.25,2,3.666666667,2.166666667,2,3,16,4,2.333333333,2.333333333,1.666666667,3.666666667,3.333333333,0.666666667,3.111111111,16,3.25,2.75,3.333333333,1.1,0.333333333,0.5,1
18,Female,Multi-Racial,NA,Yes,5,3,4,2,4,3,4,1,5,2,4,2,4,1,4,2,4,4,4,3,4,2,4,2,About 2 or 3 times a week,12,120,0,1,2,0,0,1,2,2,6,5,5,1,5,4,3,2,6,2,5,1,7,5,7,1,2,1,5,1,1,1,2,2,3,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,3,1,1,1,3,5,3,1,3,2,4,4,2,3,1,2,4,3,3,2,5,4,4,3,1,3,2,4,2,3,4,2,2,5,2,4,1,1,1,5,2,0,0,0,0,4,4.25,4.25,2.75,2,2,4.166666667,2.25,3,5,25,5.333333333,3.333333333,3.666666667,2.666666667,6.333333333,1.333333333,0.555555556,3.638888889,25,3.916666667,3.5,3.5,0.5,0.555555556,0.625,0
18,Male,White,NA,Yes,4,2,5,1,4,2,3,1,5,1,4,1,4,1,5,2,5,2,3,4,5,1,5,1,About 4 or 5 times a week,8,90,0,0,1.5,0,0,0.5,1.5,0,6,7,7,3,3,1,2,1,2,1,1,1,1,6,6,1,1,2,7,1,1,1,3,1,2,1,1,1,1,1,1,2,2,2,1,4,1,1,1,1,3,1,1,2,2,1,2,5,4,2,4,2,4,5,5,4,2,4,4,4,3,5,5,3,3,4,1,2,3,3,5,5,5,5,4,3,4,4,1,2,1,4,2,0,1,0,1,4.5,3.5,5,1.5,2,1.25,4.333333333,1.583333333,1.5,2,11.5,6.666666667,2.333333333,1.666666667,1,4.333333333,1.333333333,0.481481481,2.833333333,11.5,2.666666667,3,2.833333333,0.4,0.555555556,0.5,1
19,Female,White,NA,Yes,4,4,2,3,4,4,4,2,2,4,4,4,4,3,2,3,3,4,4,4,3,3,4,4,Less than once a month,10,30,0,0,0.5,0,0,0,0.5,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,2,4,4,4,4,2,4,2,2,2,3,4,3,3,4,4,4,4,2,4,2,2,4,4,4,3,4,4,2,1,3,4,5,2,0,0,0,0,3.75,4,2.25,4,3.25,3.25,3.333333333,3.5,0.5,0.5,3.5,2.333333333,1,1,1,1,3.666666667,0,3.027777778,3.5,2.916666667,2.916666667,3.25,0,0,0,0
21,Male,White,NA,Yes,4,1,4,1,4,3,4,2,4,1,4,2,5,1,4,2,4,3,4,2,4,1,4,2,About 4 or 5 times a week,15,90,0,0,1,1,0,2,1,0,6,5,4,5,2,3,5,3,5,2,1,1,2,3,2,3,3,2,5,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,4,4,2,1,5,2,4,2,3,2,2,1,5,3,3,1,1,5,1,3,1,3,3,1,2,4,2,2,2,1,1,2,1,1,1,4,2,0,0,0,0,4,4.25,4,2.5,1.5,1.25,4.083333333,1.75,2,3,16,5,3.333333333,4.333333333,1.333333333,2.333333333,2.666666667,0.185185185,3.916666667,16,3.833333333,4.25,3.666666667,0.2,0.111111111,0.25,1
18,Male,White,NA,Yes,3,3,4,2,5,2,3,2,4,2,4,1,3,2,5,2,5,1,3,2,3,1,4,1,About 4 or 5 times a week,10,120,0,1,1,0,0,1,1,0.5,5,7,3,3,2,1,3,2,3,4,1,1,3,6,3,1,1,1,5,3,2,1,1,1,2,2,1,1,1,1,2,1,1,1,2,3,1,1,1,1,1,1,3,2,1,1,3,2,4,4,5,3,4,4,2,3,2,3,2,4,1,4,1,5,1,2,1,3,1,5,2,4,3,5,4,3,1,3,1,3,2,3,2,0,0,0,0,4.5,3,4,1.25,2.25,1.75,3.833333333,1.75,2,2.5,15,5,2,2.666666667,2,4,1,0.444444444,3.416666667,15,3,3.583333333,3.666666667,0.5,0.555555556,0.25,1
18,Male,White,NA,Yes,5,2,5,1,5,1,2,1,5,1,4,2,3,2,5,1,5,1,2,2,5,1,4,2,About once a week,9,60,0,0,1,1,0,0,0,2,5,5,4,3,1,2,2,1,3,1,1,1,4,3,5,4,5,3,5,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,4,1,2,3,3,2,4,4,2,3,3,2,2,1,2,1,2,4,2,2,1,3,5,1,2,4,3,4,3,4,1,3,2,2,2,3,2,0,0,0,0,4.5,3,5,1.5,1.75,1,4.166666667,1.416666667,2,2,14,4.666666667,2,2,1,4,4,0.222222222,3.5,14,3.333333333,3.583333333,3.583333333,0,0.555555556,0.125,1
20,Female,White,NA,Yes,3,4,5,1,4,1,5,3,5,1,5,2,5,3,5,2,5,2,4,4,4,1,4,2,About once a week,14,45,0,1,0,0,0,1,0,0,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,4,1,3,2,3,3,1,2,4,1,3,3,1,4,2,3,2,4,2,4,2,4,4,2,2,4,1,2,4,1,1,2,2,0,0,0,0,4.5,4.25,4.75,1.75,3.5,1.25,4.5,2.166666667,1,1,7,3.666666667,1,1,1,1,1,0.259259259,3.944444444,7,4.083333333,4,3.75,0.2,0.222222222,0.375,0
18,Male,White,NA,Yes,3,2,4,3,4,2,4,3,4,2,3,2,3,3,4,2,3,1,4,3,4,2,3,1,A couple of times a month,6,60,0,1,2,0,0,2,4,2,4,5,4,2,2,1,3,2,1,1,4,1,2,4,2,4,6,4,5,2,4,1,1,4,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,2,1,1,1,1,1,3,3,2,4,4,3,3,3,1,3,3,2,4,3,2,2,3,4,3,3,2,3,3,2,3,3,4,3,3,5,2,3,2,2,1,3,2,0,0,0,0,3.25,3.5,4,1.5,2.75,2.25,3.583333333,2.166666667,3,8,31,4.333333333,1.666666667,2,2,2.666666667,4.666666667,0.444444444,3.388888889,31,3.5,3.416666667,3.25,0.3,0.111111111,1,1
19,Female,White,NA,Yes,2,3,1,5,4,3,4,3,4,5,2,2,4,3,2,5,3,5,4,4,1,2,5,3,Almost every day,4,90,1,0,6,1,1,2,5,1,7,1,1,2,2,1,1,1,1,2,6,1,6,2,5,6,1,7,5,4,4,2,5,2,5,3,4,1,2,4,1,6,6,6,1,2,1,4,4,4,1,3,2,4,5,1,5,5,4,5,3,5,5,5,5,5,4,5,2,1,1,5,2,4,5,4,1,1,5,2,5,1,2,3,2,5,5,4,4,3,3,5,2,0,0,0,0,3.5,3.5,2,3.25,3.25,4.25,3,3.583333333,8,9,58,3,1.666666667,1,3,4.333333333,4.666666667,2.222222222,2.361111111,43.7,2.166666667,2.166666667,2.75,1.5,2.444444444,2.875,0
19,Male,White,NA,Yes,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,About once a week,12,45,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,1,2,1,5,1,1,2,1,2,4,2,4,2,1,5,1,2,2,5,4,4,1,5,4,2,2,4,2,2,2,2,1,4,2,0,0,0,0,3,3,3,3,3,3,3,3,2,2,14,1,1,1,1,1,1,0,4.277777778,14,4.416666667,4.25,4.166666667,0,0,0,1
19,Male,White,NA,Yes,3,2,4,2,4,2,3,2,4,2,4,2,4,2,4,2,4,2,4,2,3,2,4,2,Almost every day,10,45,0,1,1,0,0,4,2,0,6,7,3,5,5,4,4,4,6,2,1,1,4,4,3,1,1,1,5,4,4,1,1,3,3,1,1,1,1,2,1,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,4,2,2,3,4,2,3,2,2,4,2,2,5,2,3,3,2,4,4,2,1,4,5,4,3,4,4,3,2,4,2,3,2,2,1,4,2,0,0,0,0,4,3.5,3.75,2,2,2,3.75,2,2,6,22,5.333333333,4.666666667,4.666666667,1.333333333,3.666666667,1,0.592592593,3.694444444,22,4,3.5,3.583333333,0.1,1.111111111,0.625,1
19,Female,White,NA,Yes,4,2,5,2,4,2,4,3,5,1,4,2,5,1,5,2,4,2,5,3,4,2,4,1,Less than once a month,2,60,0,0,1,0,0,0,1,1,5,5,3,2,2,2,2,3,2,2,1,2,5,2,5,4,4,3,5,2,1,1,3,3,1,1,1,1,1,1,1,3,3,3,1,1,1,1,2,1,1,1,2,1,1,1,3,4,2,2,4,3,4,3,3,2,2,2,2,2,4,3,4,4,3,3,4,3,2,4,3,3,3,4,3,4,2,2,2,3,1,4,2,0,0,0,0,4,4.5,4.75,1.75,2.25,1.75,4.416666667,1.916666667,1,2,9,4.333333333,2,2.333333333,1.666666667,4,3.666666667,0.481481481,3.388888889,9,3.333333333,3.583333333,3.25,0.4,0.333333333,0.75,0
19,Male,White,NA,Yes,5,2,5,1,5,1,4,1,5,1,4,2,4,2,4,1,4,1,4,1,4,1,5,1,Almost every day,6,80,0,1,2,0,0,1,2,0,6,5,4,4,5,4,4,4,5,2,2,1,4,4,4,1,1,1,5,1,2,1,1,1,1,1,2,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,2,1,1,1,4,2,1,2,5,1,5,2,1,1,1,1,4,2,3,NA,3,5,2,1,2,3,2,4,2,3,3,2,2,5,1,2,1,1,1,5,2,0,0,0,0,4.5,4.25,4.5,1.25,1.5,1,4.416666667,1.25,3,3,21,5,4.333333333,4.333333333,1.666666667,4,1,0.259259259,4.314285714,21,4.181818182,4.583333333,4.166666667,0.3,0.222222222,0.25,1
18,Male,White,NA,Yes,4,3,4,1,4,1,4,2,4,1,5,2,4,3,5,1,4,2,4,3,4,1,4,2,Almost every day,12,120,0,2,5,0,3,4,4,0,7,6,5,5,6,5,6,5,6,5,3,3,3,4,6,3,3,1,5,2,3,3,2,2,3,1,1,2,1,1,4,5,5,3,1,3,2,1,1,4,1,3,2,1,1,1,4,4,4,4,3,3,4,4,4,3,3,4,4,4,3,3,3,4,3,4,1,2,5,4,4,3,3,3,3,3,3,3,1,3,1,5,2,0,0,0,0,4.25,4,4.25,1.75,2.75,1,4.166666667,1.833333333,7,11,57,6,5.333333333,5.666666667,3.666666667,4.333333333,2.333333333,1.185185185,3.027777778,43.7,3,2.833333333,3.25,1,1.222222222,1.375,1
19,Male,White,NA,Yes,2,4,5,2,4,3,3,4,5,1,4,3,2,4,5,1,4,2,3,5,5,2,4,2,About 2 or 3 times a week,15,60,0,0.5,0.5,0,0,0.5,0.5,0,4,5,4,1,1,1,1,2,4,1,1,1,2,6,3,4,6,3,5,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,2,4,3,3,2,3,2,2,3,4,3,3,5,4,2,4,2,3,2,4,4,4,4,4,4,4,3,4,2,3,4,3,2,0,0,0,0,4,2.5,5,2.5,4.25,1.5,3.833333333,2.75,1,1,7,4.333333333,1,2.333333333,1,3.666666667,4.333333333,0.111111111,2.972222222,7,3.083333333,3,2.833333333,0.1,0.111111111,0.125,1
18,Male,White,NA,Yes,4,3,5,2,5,2,3,3,5,1,3,3,4,4,4,1,4,3,4,2,4,3,4,3,A couple of times a month,8,45,0,1,0,0,0,0,1,0,5,4,2,2,2,2,2,2,4,2,3,1,1,4,2,2,2,4,5,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,5,4,2,1,3,1,5,3,1,3,1,2,5,1,4,1,2,5,5,3,1,4,3,4,1,4,5,2,2,4,1,1,3,2,1,4,2,0,0,0,0,4,3.75,4.5,2.75,3,1.75,4.083333333,2.5,1,1,7,3.666666667,2,2.666666667,2,2.333333333,2.666666667,0.148148148,4.138888889,7,4.5,3.833333333,4.083333333,0.3,0,0.125,1
18,Female,Latino/Hispanic,NA,Yes,3,3,4,2,4,4,5,1,5,1,4,1,5,5,5,1,3,3,3,4,5,1,4,1,Less than once a month,6,120,0,0,0,0,0,0,2,0,5,5,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,5,1,1,1,3,1,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,4,1,1,1,2,1,1,3,5,1,3,4,1,1,5,3,3,3,3,3,4,2,1,1,1,1,2,3,1,2,2,0,0,0,0,3.75,4,4.75,2.25,3.25,1.25,4.166666667,2.25,0,2,4,3.666666667,1,1,1,1.666666667,1,0.296296296,3.75,4,3.833333333,4.25,3.166666667,0,0.444444444,0.5,0
20,Male,White,NA,Yes,4,1,4,1,4,2,4,1,4,1,4,2,4,2,4,1,4,2,4,2,5,1,4,1,About 4 or 5 times a week,17,90,0,0,2,0,0,2,1,0,6,6,6,5,5,5,5,5,5,2,2,1,3,4,2,2,2,2,5,2,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,4,3,5,1,3,1,2,2,4,1,5,3,3,5,2,4,3,4,2,4,2,4,3,2,2,4,2,2,2,2,2,5,2,0,0,0,0,4,4,4.25,1.75,1.5,1,4.083333333,1.416666667,2,3,16,6,5,5,1.666666667,3,2,0.185185185,3.972222222,16,3.916666667,4.083333333,3.916666667,0,0.333333333,0.25,1
18,Male,Asian/Pacific Islander,NA,Yes,4,2,5,2,4,2,5,2,5,1,4,3,5,2,5,2,4,3,4,3,5,2,4,2,About 2 or 3 times a week,13,120,0,1,2,0,0,2,2,0,7,7,6,2,3,2,5,5,3,2,5,3,5,6,5,3,2,5,5,2,3,2,2,3,1,1,2,1,2,1,1,5,5,5,1,3,1,1,1,1,1,1,2,1,1,1,3,4,5,4,2,4,4,5,4,4,3,1,2,4,3,4,5,4,3,4,2,3,5,4,4,4,4,3,3,4,2,4,3,2,2,4,2,0,0,0,0,4,4.5,5,2.5,2.25,1.75,4.5,2.166666667,3,4,23,6.666666667,2.333333333,4.333333333,3.333333333,5.333333333,3.333333333,0.888888889,2.805555556,23,3.083333333,2.75,2.583333333,0.5,1,1.25,1
21,Female,White,NA,Yes,3,2,4,2,3,2,3,3,4,2,4,2,4,4,4,2,4,3,4,3,4,2,4,2,A couple of times a month,3,20,0,1,1,0,0,1,1,0,4,3,2,3,2,2,2,2,2,2,2,2,4,2,3,4,4,5,5,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4,3,3,4,2,2,3,2,3,4,4,4,3,2,3,2,2,2,4,4,4,3,3,4,3,2,2,3,4,4,2,0,0,0,0,3.75,3.5,4,2.25,3,2,3.75,2.416666667,2,2,14,3,2.333333333,2,2,3,4.333333333,0.148148148,3.166666667,14,3,3.25,3.25,0.1,0.111111111,0.25,0
20,Male,White,NA,Yes,5,5,5,3,4,3,3,4,5,2,4,4,5,2,5,3,4,4,4,3,5,3,3,4,About once a week,8,90,0,0,2,0,0,2,0,0,7,6,4,1,1,2,2,2,3,2,2,1,4,6,4,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,5,3,1,3,1,1,1,1,2,1,1,1,2,1,3,3,3,4,2,4,3,3,4,4,3,3,2,4,3,5,4,4,2,4,2,2,4,4,4,4,3,4,3,5,3,5,4,2,4,4,2,0,0,0,0,3.75,4.25,5,3.75,3.5,2.75,4.333333333,3.333333333,2,2,14,5.666666667,1.333333333,2.333333333,1.666666667,4.666666667,1,0.407407407,2.722222222,14,2.5,2.916666667,2.75,0.2,0.666666667,0.375,1
18,Female,White,NA,Yes,4,3,3,4,5,4,4,3,3,1,4,2,5,4,3,3,5,5,4,3,4,4,4,4,About 2 or 3 times a week,10,60,0,2,1,0,1,2,1,0,5,6,1,5,4,1,1,1,3,1,1,1,4,4,6,1,1,2,5,2,2,1,3,3,2,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,2,2,1,1,1,4,4,2,2,1,2,4,3,4,5,1,4,5,5,3,4,5,4,5,4,2,1,5,3,5,3,3,2,4,4,2,5,4,1,1,4,2,0,0,0,0,4.5,4.25,3.25,3.75,3.25,3,4,3.333333333,3,4,23,4,3.333333333,1.666666667,1,4.666666667,1.333333333,0.555555556,2.833333333,23,2.916666667,3,2.583333333,0.3,0.555555556,0.875,0
